,oare_id,label,excavation_no,transliteration,pdf
3653,47dd8f10-c7d9-4eea-8435-93ff9f347c63,Cuneiform Tablet Kt 94/k 1680 (AKT 6c 595),Kt 94/k 1680,a-na a-lá-ḫi-im qí-bi-ma um-ma zu-ku-a-ma a-ḫi a-ta eb-ri a-ta ú a-ta ki-ma a-ḫi-ú-tim úz-ni lá ta-pá-té e ta-aq-bi um-ma a-ta-ma ša-zu-úz-tám iš-tí-a ú-ša-zi-iz ki-ma a-na ku-a-tí ta-ak-lá-ku-ni a-na a-mì-ú-tim a-ta-kà-al ki-ma a-na-ku a-na tí-ir-tí-kà na-ḫi-da-ku-ni ù a-ta a-na tí-ir-tí-a lá ta-ḫi-id <gap> a-dí ḫa-am-ší-šu tí-ir-tí i-li-kà-kum ṭup-pu-um ša 12 ma-na <gap>-ba-tim <gap> a-na-ku we-da-ku <gap> i-dí <gap> ša-áš-qí-il5 ki-ma ṭup-pá-am ta-áš-me-ú KÙ.BABBAR ša-qí-il5 lá ša-qí-il5 tí-ir-ta-kà a-na wa-aḫ-šu-ša-na li-li-kam-ma ší-ma-am šu-qú-ul a-na-ku-ma,6c
3654,47de4307-d859-4d96-981b-0b0bafc772da,Cuneiform Tablet Kt 94/k 763 (AKT 6b 494),Kt 94/k 763,um-ma en-nam-a-šur-ma a-na a-šur-DU10-ma iš-tù a-lim{ki} a-šur ú-lá iš-tí-kà ú-ṣa-am ú-lá a-wi-it-ni iš-té-ni-iš ni-wi-ma a-ḫu-um a-na a-ḫi-šu ší-bi iš-ku-un ú-lá i kà-ri-im iš-té-ni-iš nu-ṣa-am ú-lá i-dí-kà a-na ma-lá ṭé-em a-lim a-šur DUMU a-šur šu-um-šu a-šar ba-lá-ṭí-šu i-lá-ak a-ta a-šar ba-lá-ṭí-kà ta-li-ik ú a-na-ku a ma-lá ṭé-em a-li-a a-šar ba-lá-ṭí-a a-li-ik ú ú-lá tap-pá-i a-ta ú-lá ri-ig-ma-tum ší-bu-tum IGI a-na-aḫ-ì-lí DUMU PUZUR4-a-na IGI a-du-du-wa DUMU en-na-ma-nim IGI en-na-sú-in DUMU i-tur4-DINGIR IGI šu-a-nim DUMU šu-sú-in,6b
3655,47e14bd0-d1ad-4146-81a4-746a9b23667e,Cuneiform Tablet Kt 94/k 1787b (AKT 6d 735),Kt 94/k 1787b,um-ma a-šùr-ba-ni-ma a-na šu-pé-e-nu-ma-an um-mì-iš-ḫa-ra a-ší-tí-šu ú ḫa-nu qí-bi4-ma a-wa-tim lá dam-qá-tim ma-áš-ḫa-tim áš-me a-pu-tum a-ma-kam É bé-tám ù ṭup-pé-e ú-lu mì-ma-a-ma ša-ṣí-ra šu-ma a-<gap> a <gap> a-šùr-mu-ta-bi4-il5 ú a-šur-SIPA mì-ma-ša-ma lu ṭup-pè-e e-ri-šu-ku-nu a-pu-tum lá ta-da-na-šu-nu-šu a ma-lá ḫa-nu ša-ḫu-zu-ni 1 GÍN.TA ma-lá ṭup-pè-e i-lá-qé-ú qá-sú ša ḫa-nu lá ta-kà-lá-a li-il5-qé ú šu-ma kà-lá ṭup-pè-e e-ri-iš-ku-nu lá ta-kà-lá-a-šu li-il5-qé ṭup-pá-am ša ni-pì-il5-tí be-lá-nim DUMU šu-a-šur ša a-na um-mì-ni e-zi-bu ḫa-nu a pá-ni-a lu-ub-lá-šu a-pu-tum ša-ṣí-ra-ma ṭup-pè-e qá-tí ḫa-nu li-iṣ-ba-at ṭup-pè-e qá-tí a-sà-nim DUMU šu-ḫu-bur ú a-ḫe-e-a e iṣ-ba-at-ma É a-bi4-ni a-na a-wa-tim e ta-dí-a eṭ-lúm lá SIG5 iḫ-da-ma ša-ṣí-ra,6d
3656,480d061f-f8a3-44b5-a2e4-fed1c3c18c66,Cuneiform Tablet Kt 94/k 810 (AKT 6c 599),Kt 94/k 810,a-na a-lá-ḫi-im qí-bi-ma um-ma zu-ku-a-ma ší-im an-ni-ki-kà a-dí a-na-ku a-na ša-lá-tù-wa-ar e-ru-bu KÙ.BABBAR lá i-ší-qí-il5 iš-tù u4-mì-im ša e-ru-bu KÙ.BABBAR ú-ša-áš-qí-il5 11 ma-na 12 GÍN KÙ.BABBAR e-zi-ib ša-du-e-tí-im ší-im AN.NA-ki-kà iz-ku-wa-ku ú lá-ma a-li-kà-ni AN.NA ta-dí-in i-ku-pí-a áš-a-al-ma um-ma šu-ut-ma 8 GÍN LÁ 22.5 ŠE.TA ta-dí-in 11 ma-na 12 GÍN KÙ.BABBAR AN.NA-ki-kà ma-ma-ḫi-ir i-ku-pí-a a-na šu-ki-tim i-dí-nu-ma DUMU šál-ma-{d}IM na-áš-a-kum i-na ša ṭup-pí-šu 4 ma-na KÙ.BABBAR šu-kà-tám ú-ša-áš-qí-il5-šu ku-nu-ki ša šu-ki-tim šu-ḫu-bur na-áš-a-kum GÁN-lam5 a-šu-mì šu-ki-tim a-dí kà-ni-iš{ki} e-tí-qám ŠU.NÍGIN KÙ.BABBAR-pí-kà lu ší-im AN.NA lu ša šu-ki-tim 15 ma-na 12 GÍN KÙ.BABBAR šu-ḫu-bur na-áš-a-kum ší-tí KÙ.BABBAR-pí-kà 2 ma-na ša li-bi šu-ki-tim KÙ.BABBAR-kà KÙ.BABBAR a-na ší-a-ma-tim šu-ut ú ma tí iš-tí šu-ḫu-bur iš-ku-nu-ni a-ma-kam i li-bi-kà <gap> lá ú i KÙ.BABBAR-pí-šu-nu aṣ-ba-at-ma KÙ.BABBAR šu-ta-bi 8 ma-na AN.NA ku-nu-ki ú ší-li-ip-kà-am ša ì-lí-áš-ra-ni ub-lá-ni a-na ma-lá tí-ir-tí-kà šu-ki-tim AN.NA ú ṣú-ba-tám a-dí-in,6c
3659,4871d3be-b7b2-4953-8ef1-f227902488da,Cuneiform Tablet Kt 94/k 1229 (AKT 6d 829),Kt 94/k 1229,2.5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er PUZUR4.IŠTAR DUMU dan-a-šur a-šur-iš-ta-kál i-šu ITU.KAM ku-zal-le li-mu-um a-šur-i-mì-tí ma-lá-ḫu-um a-na 3 ITU.KAM i-ša-qal šu-ma lá iš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb KÙ.BABBAR a-le-e ni-na-mu-ru-ú i-ša-qal IGI ṣí-lu-šu-da-ga-an DUMU IŠTAR-pí-lá-aḫ IGI a-lá-ḫi-im DUMU ša-lim-a-šur,6d
3660,487d6ef2-97bf-4afc-a981-b926f059bc24,Cuneiform Tablet Kt 92/k 117 (AKT 8 281),Kt 92/k 117,be-lá-nu-um a-na li-ip-it-IŠTAR DUMU lá-li-im iṣ-ba-at-ni-a-tí-ma um-ma be-la-nu-um-ma a-na li-ip-it-IŠTAR-ma 1.5 ma-na KÙ.BABBAR iš-tù ḫa-muš-tim ša šu-IŠTAR DUMU a-šur-ba-ni a-na 6 ḫa-am-ša-tim ta-ša-qá-lam šu-ma lá ta-áš-qú-lam 0.66666 GÍN 15 ŠE.TA a-na 1 ma-na-im i-na ITU.KAM-im ṣí-ib-tám tù-ṣa-ba-am um-ma li-ip-it-IŠTAR-ma ú-ṣa-ba-ku-um ITU.KAM qá-ra-tim li-mu-um en-na-sú-in DUMU šu-IŠTAR a-na a-wa-tim a-ni-a-tim kà-ru-um ḫu-ra-ma i-dí-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in IGI šu-zu-zu DUMU a-šur-SIPA IGI en-um-a-šur DUMU e-lá-ma,8
3661,48e6dc98-bc89-4f90-abba-736226b498b9,Cuneiform Tablet Kt 94/k 1434 (AKT 6b 339),Kt 94/k 1434,KIŠIB i-ku-pí-a DUMU a-šur-ba-ni a-na en-um-a-šur i-dí-a-bi-im ù lá-qé-ep <gap>,6b
3664,4932f367-9489-40ae-a493-bc2f35dd7784,Cuneiform Tablet Kt 92/k 184B (AKT 8 283b),Kt 92/k 184B,a-al-DU10 a-na a-mur-a-šur iṣ-ba-at-ni-a-tí-ma um-ma a-al-DU10-ma a-na a-mur-a-šur-ma KÙ.BABBAR a-ta ù šu-IŠTAR mì-iš-lá ša-qá-lá-am lá qá-bi-a-tù-nu um-ma a-mur-a-šur-ma ke-na KÙ.BABBAR mì-iš-lá ša-qá-lá-am qá-bi-a-ni-ma ù i-né-ma-li ša-li-ìš-tám ša-tim áš-du-na-da i-zu-a-az ù a-na i-bi-sà-e ša-li-ìš-tám i-za-az IGI a-ta-tí-a IGI a-ḫu-wa-qar IGI a-šur-{d}UTU a-šu-mì sú-bi-ri-im ša ip-ṭí-re,8
3666,494a62e1-667d-4dfd-b5b2-b928af0bfca5,Cuneiform Tablet Kt 94/k 588b (AKT 6c 688),Kt 94/k 588b,a-na a-lá-ḫi-im ù i-ku-pí-a-šùr qí-bi4-ma um-ma za-li-dí-ma 0.83333 ma-na 3 GÍN KÙ.BABBAR ṣa-ru-pá-am ù 0.5 ma-na a-ḫa-ma a-mu-ra-am a-na šu-a-šùr DUMU i-dí-a-šùr ḫa-bu-lá-ku ṭup-pá-am ša 4 <gap> ma-na KÙ.BABBAR ša DAM.GÀR <gap>-ma a-na a-bi4-ni ḫa-bu-lu a-na ša-pár-tim ú-kà-al be-lí a-ta KÙ.BABBAR a-na šu-a-šùr šu-qú-ul-ma ṭup-pì šé-ṣí-ma iš-tí-kà li-ib-ší-ú ù té-er-ta-kà li-li-kam-ma lá-at-bi4-a-ma lá-tal-kam ù a-dí ṭup-pì-im ša {d}UTU-ba-ni a-dí ma-lá ù ší-ni-šu ni-gi5-ri-ma ša ki-ma ku-a-tí ṭup-pá-am ta-da-nam lá i-mu-ú té-er-ta-kà a-ṣé-er ša ki-ma,6c
3669,49bff2f5-6d98-43b2-9307-9cc601ca48b2,Cuneiform Tablet Kt 91/k 505 (AKT 8 192),Kt 91/k 505,1 ma-na 14 GÍN KÙ.BABBAR ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu a-ḫa-ma 0.5 ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu ik-ri-bu ku-nu-ki ša DAM.GÀR en-um-a-šur a-na ir-ma-a-šur ip-qí-id-ma a-na a-lim{ki} a-na ší-a-ma-tim ú-bi-il5 IGI a-zu-ta-a DUMU e-me-me IGI ì-dí-ba-ni DUMU ir-ma-a-šur,8
3670,49dc6944-022d-4b48-80b6-5d3c71ee08d1,Cuneiform Tablet Kt 94/k 1528 (AKT 6e 962),Kt 94/k 1528,3 na-áš-pè-ra-tum ša ku-nu-uk sà-ak-li-a <gap> a <gap> UD i-na a-lim IGI ma-<gap>-im IGI-<gap>-na ṭá-áb-tim ša-ak-na i-na <gap> za ḫa-<gap> bi <gap> ba-li <gap> 0.16666 GÍN 1 <gap>-ki a-ni áš-qú-ul,6e
3671,49e75786-d132-4c62-860a-ecd08495b38e,Cuneiform Tablet Kt 91/k 425 (AKT 8 181),Kt 91/k 425,KÙ.BABBAR ša um-ma-ša a-na me-er-i-tí-ša i ba-áb-tim té-zi-bu a-na ḫu-bu-ul a-na a-ḫe-ša a-tù-nu ta-lá-qé-a ni-zi-iz-ma i-na a-wa-tim ni-bu-šu-nu-ma iš-tù gám-ru-um ù ša a-na bi-ki-tim ša um-mì-ki ù a-ḫi-ki iṣ-ḫe-ru ší-tí KÙ.BABBAR 0.5 ma-na 7 GÍN KÙ.BABBAR ù 2.25 GÍN KÙ.GI ku-nu-ki ša en-um-a-šùr ù šu-mì-a-bi-a a-na en-um-DINGIR DUMU ḫa-da-a i-na pu-ùḫ-ri-ni ni-ip-qí-id-ma na-áš-a-ki-im i-na ŠÀ.BA KÙ.BABBAR ri-ik-sí-im 2.25 GÍN KÙ.BABBAR ša ì-lí-a ni-is-ḫa-tum ša a-šùr na-ad-a KÙ.BABBAR šu-a-tí a-na É li-mì-im dí-ni KÙ.BABBAR a-ni-um É e-lá-ma ib-ší 2 ṣí-il5-a-nu ša ṭup-pé-e ku-nu-ku ša a-ḫe-ki ù um-mì-ki i-ba-ší-ú pá-al-ḫa-ni-ma pá-ṭá-ra-am ú-lá ni-mu-wa lá ta-áš-ta-na-me-i ki-ma um-mì-ki iš-tù 10 ša-na-tim nu-a-um aḫ-zu-ma i-na É nu-a-im wa-áš-ba-at-ni a-na KÙ.BABBAR ma-dí-im mì-ma lá ta-da-gi5-li KÙ.BABBAR a-mì-um ù KI-kam um-mì-ki,8
3672,49ec6d65-7a19-42e6-806e-3c5d2a61a598,Cuneiform Tablet Kt 92/k 124 (AKT 8 328),Kt 92/k 124,iš-tù ḫa-mu-uš-tim ša a-lá-ḫi-im ù bu-sí-a i-ša na-ra-am-ZU ù i-ku-nim KÙ.BABBAR ni-iš-qúl,8
3673,4a1ecde0-c0f0-4170-a0bf-bc8fc0c997a9,Cuneiform Tablet Kt 94/k 872b (AKT 6d 818),Kt 94/k 872b,15 ma-na URUDU ma-sí-a-am i-na áb-na-tí-ni i-na ṣé-er ú-na-bi4 ú a-ší-a-at lu-zi i-šu iš-tù ḫa-mu-uš-tim ša a-mu-ru-um-ba-ni ú a-šur-na-da a-na 4 ḫa-am-ša-tim i-ša-qú-lu šu-ma lá iš-qú-lu ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣú-bu i-na pu-ru-uš-ḫa-dim URUDU-am i-ša-qú-lu ITU.KAM ḫu-bu-ur li-mu-um i-dí-a-bu-um IGI i-dí-a-bi4-im DUMU i-tur4-DINGIR,6d
3675,4a6048d3-db84-4101-bb41-40f6a5a0db18,Cuneiform Tablet Kt 94/k 814 (AKT 6c 598),Kt 94/k 814,a-na a-lá-ḫi-im qí-bi-ma um-ma zu-ku-a-ma lá-ma a-li-kà-ni AN.NA-kà ta-dí-in šu-qú-ul-tí AN.NA-ki-kà 1 GÚ 30 ma-na 0.5 ma-na mu-ṭá-e iš-ku-nu ša ki-ma ku-a-tí áš-a-al-ma um-ma a-na-ku-ma ke-e AN.NA ta-dí-na-šu um-ma šu-nu-ma 8 LÁ 22.5 ŠE GÍN.TA ta-dí-in KÙ.BABBAR-áp-šu ṣa-ba-at-ma 11.33333 ma-na 2 GÍN ší-tí an-ni-ki-kà lá-ma a-li-kà-ni KÙ.BABBAR lá ta-áš-qú-ul iš-tù u4-mì-im ša a-li-kà-ni KÙ.BABBAR ú-ša-áš-qí-il5-ma KÙ.BABBAR i ku-nu-ki-ni i-ba-ší ki-ma i-na a-li-ki DUMU um-me-a-nim ša KÙ.BABBAR 10 ma-na na-áš-ú lá-šu-ma a ší-a-tí KÙ.BABBAR ni-ik-lá li-ba-kà mì-ma lá tù-la-ma-an KÙ.BABBAR na-dí a-dí 5 u4-me-e šu-ḫu-bur wa-ṣa-a-am qá-bi iš-tí šu-ḫu-bur KÙ.BABBAR-áp-kà nu-šé-ba-lá-kum i-na ša ṭup-pí-šu ḫa-ar-mì-im šu-ku-tám 4 ma-na KÙ.BABBAR ú-ša-áš-qí-il5-šu-ma ŠU.NÍGIN KÙ.BABBAR-pí-kà <gap> lu ší-im AN.NA <gap> we-du-um <gap> ša šu-ki-tim iš-té-ni-iš 15 ma-na 11 GÍN KÙ.BABBAR ku-nu-ki-ni šu-ḫu-bur ú-ba-lá-kum lu ší-im AN.NA 8 ma-na ú ší-li-ip-ki-im ša ì-lí-áš-ra-ni ub-lá-ni 7 GÍN a-na šu-ki-tim ta-dí-in lu AN.NA lu ša ší-li-ip-ki-im lu ša ṭù-pì-šu lu ší-im pì-ri-kà-ni-kà iš-tí ur-ki-ú-tim nu-za-kà-ma ḫa-nu ni-ṭá-ra-dam,6c
3676,4a79898f-4d27-4a1d-9696-d6ffd7018b9e,Cuneiform Tablet Kt 91/k 509 (AKT 8 285),Kt 91/k 509,um-ma kà-ru-um kà-ni-iš-ma a-na a-li-ki qí-bi-ma a-na-kam sú-en6-SIG5 im-ḫu-ur-ni-a-tí-ma um-ma šu-ut-ma li-ip-ta-num DUMU qar-da-a ú-ta-ra-am a-na ta-ú-ri-šu ma-aṣ-a-ku DU10-ṣí-lá-a-šùr ší-pár-ni iš-tí DU10-ṣí-lá-a-šùr li-tù-ra-am a-tù-nu lu e-mu-uq-šu,8
3678,4ac8fc85-8b60-478e-a4ee-855368073efb,Cuneiform Tablet Kt 94/k 1260 (AKT 6e 1077),Kt 94/k 1260,0.5 ma-na 5.5 GÍN KÙ.BABBAR KI ṣí-li-IŠTAR ša ší-na-ḫu-tim IGI ib-ni-{d}IM DUMU kà-a-a iš-pu-ra-ma 1 ma-na AN.NA a-na me-er-i-šu ù e-mì-šu a-dí-in 7.5 GÍN ší-im-šu ŠU.NÍGIN 0.66666 ma-na 3 GÍN <gap> GÍN KÙ.BABBAR KI <gap> 1.5 ma-na KÙ.BABBAR me a mur ma ba-ru-ší-im 0.33333 ma-na bu-ú-lá-tù-šu 2 TÚG e-zi-ba-<gap> 1 ma-na KÙ.BABBAR me-eḫ-ra-tim a-dí-šu-um i-na ŠÀ.BA 7 GÍN KÙ.BABBAR ba-<gap> me <gap> nim-ma ki-li <gap> i-<gap>-na-na <gap> ma-na ší-im áb ḫu za <gap> zi lá TI <gap> ší-im bi-ti i tù-wa-ri-šu i-ša-qal,6e
3679,4aac0b6b-c7eb-4efb-b988-2df596dad287,Cuneiform Tablet Kt 92/k 169 (AKT 8 230),Kt 92/k 169,KIŠIB a-šùr-DU10 DUMU a-ḫu-wa-qar KIŠIB šu-a-nim DUMU a-ki-a-nim KIŠIB a-šur-du-gul DUMU im-da-ḫi KIŠIB a-šur-DU10 DUMU i-dí-ba-ni 12 GÍN KÙ.BABBAR i-ṣé-er a-šùr-DU10 DUMU i-dí-ba-ni en-na-sú-in i-šu ITU.KAM na-ar-ma-ak-a-šur li-mu-um e-lá-li DUMU i-ku-nim ṣí-ib-tám ki-ma a-wa-at kà-ri-im kà-né-eš ú-ṣa-áb,8
3682,4b488358-7f70-408a-b5a3-860627e05b6d,Cuneiform Tablet Kt 94/k 1327 (AKT 6c 567),Kt 94/k 1327,a-na a-dí-da a-lá-ḫi-im ú ú-ku qí-bi-ma um-ma PUZUR4-a-šur-ma 13 TÚG ku-nu-ki-a ša É a-lá-ḫi-im e-zi-bu 20 {TÚG}ku-ta-ni dam-qú-tim 1 TÚG <gap> ku-nu-ki-<gap> a-na ší-mì-im dí-na-ma AN.NA ku-un-kà-ma a-na <gap> dí-na-ma a-na ṣé-ri-a lu-ub-lam i-na 21 TÚG ša ša-lim-be-lí ú a-šur-pí-lá-aḫ na-áš-ú-ni-ku-nu-tí-ni 1 TÚG ša a-ki-dí-e a-na IŠTAR-lá-ma-sí dí-na i-na ša-am-ší ṭup-pí ta-ša-me-a-ni TÚG ú-ma-kál lá ta-kà-lá a-na a-lá-ḫi-im qí-bi-ma <gap> a-na qá-tí ú-ku dí-in <gap>-nu ku-nu-ki-a,6c
3683,4b5a16a9-f0e2-40db-8d7c-2261f3aba07c,Cuneiform Tablet Kt 91/k 328 (AKT 8 126),Kt 91/k 328,a-šu-mì ša ḫu-lu-qá-e a-na-ku ku-ra ù šu-IŠTAR ni-pá-ḫu-ur-ma iš-té-ni-iš a-na pí-lá-aḫ-IŠTAR DUMU ú-zu-a a-wa-tám ni-da-an IGI lá-qé-ep IGI e-me-me IGI a-šur-i-dí šu-ma ib-tù-a-ni-a-tí iš-tí-ni i-ra-ba-áš,8
3684,4b666473-5ffc-4b14-9dd7-9463f7e4355d,Cuneiform Tablet Kt 92/k 99 (AKT 8 143),Kt 92/k 99,1 ki-ru-um a-ḫu-ni 1 ki-ru-um ù zi-KI.KÙ-um šu-a-nim 1 ki-ru-um šu-sà-a 1 ki-ru-um i-dí-a-bi-im 1 ki-ru-um ṣa-ḫe-er-ì-lí 1 ki-ru-um ša a-ma-at aḫ-ša-lim 1 ki-ru-um en-na-nim 1 ki-ru-um DINGIR-áš-ra-ni 1 ki-ru-um ì-lí-ba-ni 1 ki-ru-um a-mur-{d}UTU 1 ki-ru-um kà-sà-a 1 ki-ru-um LUGAL-{d}UTU 1 ki-ru-um zu-<gap> 1 ki-ru-um a-ḫu-wa-qar 1 ki-ru-um pí-lá-aḫ-IŠTAR,8
3687,4babe264-1ab7-4012-9247-ed95a50102c0,Cuneiform Tablet Kt 92/k 158 (AKT 8 351),Kt 92/k 158,1.5 ma-na 2 GÍN i ṭup-pì-im lá-pì-it 1.8333300000000001 ma-na a qá-tí-a ta-dí ŠU.NÍGIN 3 ma-na šu-mì ku-ni-lim É kà-ri-im lá-pí-it i 5 ku-ta-ni TA ša É kà-ri-im i-dí-ú-ni 2 TÚG ša ku-ni-lúm ŠÀ.BA 0.5 TÚG i qá-tí ku-ni-lim ú-ṭá-ḫa IGI iš-ma-{d}IŠKUR IGI bu-za-zu,8
3689,4be87c06-aa69-4f7c-8ed3-c384dfffe88a,Cuneiform Tablet Kt 94/k 575 (AKT 6c 566),Kt 94/k 575,a-na a-dí-dá a-lá-ḫi-im ú ú-ku qí-bi4-ma um-ma PUZUR4-a-šùr-ma 13 TÚG ku-nu-ki-a ša e-zi-ba-ku-nu-tí-ni 20 ku-ta-ni SIG5 ša-lim-be-lí ub-lá-ku-nu-tí ŠU.NÍGIN 33 TÚG a-na ú-ku pì-iq-dá-ma a-na dur4-ḫu-mì-it lu-ub-lam 4 ma-na AN.NA ku-nu-ki-a ú-ku na-ší šu-ma ANŠE i-ḫa-ša-aḫ ša-ma-šu-um a-pu-tum lá i-sà-ḫu-ur ṭur4-da-ni-šu a-na ú-ku qí-bi4-ma lá aq-bi4-a-ku-um lá sà-ḫa-ra-am sà-ḫa-ar-tí na-áp-ra-ṣa-am ú maš-ki ša-pá-tí-a lá té-zi-ba-am,6c
3690,4beda101-a827-47e2-b47a-799fd8f68c07,Cuneiform Tablet Kt 91/k 410 (AKT 8 156),Kt 91/k 410,am-tám ku-uk-ra ša {d}UTU-a-bi DUMU zu-za-nim iš-tí ṣú-ḫa-ri-im ša ḫa-da-i-kur a-lá-ḫi-nim ša-lim-a-šur DUMU ip-ḫu-ri-im iš-a-am ḫa-ma-am ma-aḫ-ri-ni ib-tù-uq <gap> a-na a-wa-tim a-ni-a-tim kà-ru-um dur4-ḫu-mì-it i-dí-ni-a-tí-ma IGI GÍR ša a-šur ša a-šur ší-bu-tí-ni ni-dí-in IGI lá-ba-lá-da DUMU i-dí-sú-en6 IGI na-áb-sú-en6 DUMU šu-be-lim IGI i-dí-IŠTAR DUMU i-dí-a-bi4-im IGI PUZUR4.IŠTAR DUMU dan-a-šur,8
3691,4bffd286-1300-4d02-837a-13296fbac02f,Cuneiform Tablet Kt 94/k 1490 (AKT 6c 628),Kt 94/k 1490,a-na DU10-a-šur šu-be-lim šu-IŠTAR ù a-lá-ḫi-im qí-bi4-ma um-ma en-na-sú-in-ma a-na a-lá-ḫi-im qí-bi4-ma ṭup-pè-a ku-nu-ki-a a-šar ku-wa-tí e-zi-ib ù i-na qé-ra-áb ṭup-pè-a 6 GÍN a-mu-tum ku-nu-ku ša ni ra-<gap> PUZUR4-sú-in e-zi-ba-kum <gap> um-me-a-nu-um <gap> e-ta-áp-lá-ni <gap> DUMU um-me-a-ni-im <gap>-áp-šu šu-ul-lá-ma ù ṭup-pá-am <gap> ma šu <gap>,6c
3692,4c32e34e-79ea-4529-bb6b-2050e2fdcdc0,Cuneiform Tablet Kt 94/k 624 (AKT 6b 428),Kt 94/k 624,um-ma en-na-sú-in-ma a-na en-um-a-šùr qí-bi4-ma a-ḫi a-ta a-ma-kam tí-ir-tí a-ṣé-er i-tur4-DINGIR i-li-kam a-dí a-wa-tim ša ma-šu-ḫa-ku-ni ù a-ta a-na i-tur4-DINGIR pu-nu-ma ú i-na ša-ḫa-tí-šu i-zi-iz-ma šu-ma a-wa-tum i-sí-ú i-zi <gap> šu-ma lá i-<gap>-ší <gap> me-et ni <gap> me <gap> i-<gap> um-ma <gap> le-qé-a-ma <gap> lá a-na <gap> ba-lá-ṭí <gap> i <gap> gi-mì-lam <gap> i-na ṣé-ri-a šu-ku-un,6b
3693,4c37b764-d3cf-4532-8655-ed66a98fc370,Cuneiform Tablet Kt 94/k 1239 (AKT 6c 709),Kt 94/k 1239,a-la-ḫu-um a-na i-na-sú-in iṣ-ba-at-ni-a-tí-ma ṭup-pá-am ša ku-nu-uk i-na-sú-in ša 20 ma-na KÙ.BABBAR a-la-ḫu-um a-na iṣ-mì-dí-lim i-ḫi-ib-lu i-na-sú-in ki-ma a-šur-ma-lik DUMU a-lá-ḫi-im um-me-a-ni-šu a-wa-tim ú-ga-me-ru-ma ša 20 ma-na KÙ.BABBAR ú ṣí-ba-tí-šu a-lá-ḫu-um a-na iṣ-mì-dí-lim i-ḫi-ib-lu šu-ma ma-ma-an a-na a-lá-ḫi-im i-tù-a-ar i-na-sú-in ki-ma a-šur-ma-lik um-me-a-ni-šu a-na KÙ.BABBAR ù ṣí-ba-tí-šu a-lá-ḫa-am ú-bu-bu-ú ṭup-pá-am ša ku-nu-uk i-na-sú-in ša a-lá-ḫa-am a-na KÙ.BABBAR ù ṣí-ba-tí-šu ú-bu-bu-ú a-lá-ḫu-um a-na i-na-sú-in i-dí-in-ma i-du-uk ù ṭup-pá-am ša 20 ma-na KÙ.BABBAR ú ṣí-ba-tí-šu a-lá-ḫu-um a-na iṣ-mì-dí-lim i-ḫi-ib-lu i-na-sú-in ṭup-pá-am a-na a-lá-ḫi-im i-dí-ma i-du-uk IGI ṭá-bi4-a-šur DUMU a-lá+lá-<gap> IGI du-um-qí-a DUMU a-<gap> ša ku-zu-za-ri-im ù a-lá-ḫi-im <gap>,6c
3704,4d27d98e-ac3c-4bad-9339-b92edb50f137,Cuneiform Tablet Kt 94/k 1409 (AKT 6d 772),Kt 94/k 1409,um-ma i-na-a a-na zu-zu ú PUZUR4-a-šùr qí-bi4-ma a-na zu-zu qí-bi4-ma ṭup-pá-kà ḫa-ar-ma-am ša 0.66666 ma-na KÙ.BABBAR a-na-kam ú-kà-al a-ḫi a-ta a-ma-kam bu-za-num ki-ma i-a-tí KÙ.BABBAR a-na bu-za-nim dí-in-ma ša ki-ma ku-wa-tí šu-up-ra-ma ṭup-pá-kà li-iṣ-bu-tù a-na 1 MU.ŠÈ ša-qá-lam qá-bi4-a-tí 25 MU.ŠÈ iš-tù li-mì-im i-ku-pí-<gap>,6d
3705,4d3941a4-d04e-439f-ba7f-734e0b5f8154,Cuneiform Tablet Kt 91/k 535 (AKT 8 299),Kt 91/k 535,15 GÍN KÙ.BABBAR i-ṣé-er ma-lá-wa-áš-ḫe DAM.GÀR i-šu iš-tù ḫa-muš-tim ša a-mur-a-šur ITU.KAM ša ke-na-tim li-mu-um ša qá-tí i-na-a a-na ša-na-at ta-ša-qal šu-ma i-ma-lá u4-me-ša lá ta-áš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám tù-ṣa-áb IGI i-dí-a-bi4-im,8
3706,4d4adb79-887e-4b0c-8231-a22d7a4a92a3,Cuneiform Tablet Kt 94/k 1278 (AKT 6d 729),Kt 94/k 1278,KIŠIB a-mur-IŠTAR a-na kà-lá-mu-ur,6d
